q1,q2,q2_comments,q3,q3_comments,q7,q7_comments,q9
email address,"Did you have your students read in small groups, or was the entire class tested at the same time?",Comments,"How comfortable were your students with the assessment process (i.e., accessing the site, navigating the process, reading aloud with headsets, etc.)?",Comments,"Looking ahead, would you prefer traditional one-to-one ORF assessments or the CORE system as an alternative?",Why?,Comments or feedback about traditional ORF assessments
